,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2569,12262478,JE104609,01/06/2021 12:05:00 AM,046XX N KASSON AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,1722,17,39.0,14,08B,1147037.0,1930644.0,2021,01/16/2021 03:49:23 PM,41.965657269,-87.73476232899998,"(41.965657269, -87.734762329)"
37957,12320596,JE175607,03/21/2021 07:45:00 PM,114XX S CHURCH ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,2212,22,34.0,75,08B,1165804.0,1828773.0,2021,03/28/2021 04:57:44 PM,41.685731929,-87.66865773100002,"(41.685731929, -87.668657731)"
47882,12337123,JE195803,04/10/2021 09:40:00 PM,079XX S SACRAMENTO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,False,False,835,8,18.0,70,14,1157757.0,1851847.0,2021,04/17/2021 05:31:27 PM,41.749217611999995,-87.697492466,"(41.749217612, -87.697492466)"
13520,12280377,JE125582,01/28/2021 11:00:00 AM,040XX N LAPORTE AVE,0560,ASSAULT,SIMPLE,ALLEY,False,False,1624,16,45.0,15,08A,1142630.0,1926597.0,2021,02/04/2021 03:52:02 PM,41.954635295,-87.751067246,"(41.954635295, -87.751067246)"
58380,12354147,JE216350,04/30/2021 12:00:00 PM,035XX W 111TH ST,0810,THEFT,OVER $500,APARTMENT,False,False,2211,22,19.0,74,06,1154525.0,1830763.0,2021,05/07/2021 04:49:27 PM,41.691424263,-87.709895394,"(41.691424263, -87.709895394)"
27036,12305884,JE157760,03/01/2021 08:30:00 AM,011XX N MASON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1511,15,29.0,25,11,1136489.0,1906978.0,2021,03/08/2021 03:55:51 PM,41.900910839,-87.77411326,"(41.900910839, -87.77411326)"
17368,12289592,JE136532,02/06/2021 12:00:00 AM,008XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1212,12,2.0,24,06,1162913.0,1905804.0,2021,02/13/2021 03:48:24 PM,41.897175616,-87.67708856200001,"(41.897175616, -87.677088562)"
25503,12301852,JE152815,02/25/2021 03:30:00 PM,114XX S HALE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2212,22,19.0,75,11,1164973.0,1828734.0,2021,03/04/2021 03:52:04 PM,41.68564246,-87.67170095200001,"(41.68564246, -87.671700952)"
49335,12339233,JE198197,04/13/2021 12:43:00 PM,012XX S FAIRFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,True,1023,10,28.0,29,14,1158231.0,1894133.0,2021,04/20/2021 04:49:35 PM,41.865246277,-87.69460394299999,"(41.865246277, -87.694603943)"
29374,12306576,JE158575,03/04/2021 01:01:00 AM,069XX S JEFFERY BLVD,0558,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CTA BUS,False,False,332,3,5.0,43,04A,1190742.0,1859361.0,2021,03/11/2021 03:47:23 PM,41.769104193000004,-87.57638135799999,"(41.769104193, -87.576381358)"
52588,12344037,JE203859,04/19/2021 12:55:00 PM,078XX S ESSEX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,421,4,7.0,43,14,1194219.0,1853501.0,2021,04/29/2021 04:49:22 PM,41.752939237,-87.56382872399998,"(41.752939237, -87.563828724)"
4124,12258864,JE100387,01/01/2021 10:02:00 AM,011XX W 64TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,724,7,16.0,68,14,1169614.0,1862354.0,2021,01/16/2021 03:49:23 PM,41.777801509,-87.653739482,"(41.777801509, -87.653739482)"
9554,12274283,JE118375,01/20/2021 05:06:00 PM,038XX N KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,1733,17,33.0,16,14,1154370.0,1925422.0,2021,01/27/2021 03:54:59 PM,41.951184024,-87.70794038700001,"(41.951184024, -87.707940387)"
42360,12330486,JE187552,03/13/2021 04:59:00 PM,053XX W WASHINGTON BLVD,0810,THEFT,OVER $500,APARTMENT,False,False,1522,15,28.0,25,06,1140904.0,1900237.0,2021,04/06/2021 05:00:41 PM,41.882332595,-87.75806240799999,"(41.882332595, -87.758062408)"
19758,12294143,JE143153,02/02/2021 03:00:00 PM,065XX S CALIFORNIA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,831,8,17.0,66,11,1158837.0,1861161.0,2021,02/19/2021 03:45:56 PM,41.774754665,-87.69328093899998,"(41.774754665, -87.693280939)"
35817,12317119,JE171149,03/17/2021 05:30:00 AM,003XX S SACRAMENTO BLVD,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1124,11,28.0,27,06,1156434.0,1898301.0,2021,03/24/2021 05:06:10 PM,41.876720197,-87.701088107,"(41.876720197, -87.701088107)"
20404,12292736,JE141221,02/14/2021 01:35:00 AM,026XX W POPE JOHN PAUL II DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,921,9,15.0,58,14,1159268.0,1876046.0,2021,02/21/2021 03:48:47 PM,41.815592286,-87.691293414,"(41.815592286, -87.691293414)"
49930,12340261,JE199467,04/14/2021 12:37:00 PM,036XX E 106TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,False,False,432,4,10.0,52,11,1202269.0,1835278.0,2021,04/21/2021 04:52:37 PM,41.702732658,-87.534948789,"(41.702732658, -87.534948789)"
58176,12353394,JE215206,04/30/2021 04:45:00 PM,007XX E 103RD PL,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,512,5,9.0,50,08A,1183012.0,1836490.0,2021,05/07/2021 04:49:27 PM,41.706526801,-87.605424572,"(41.706526801, -87.605424572)"
15222,12283455,JE129363,02/01/2021 03:30:00 PM,058XX S ARCHER AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,814,8,14.0,56,06,1140104.0,1868701.0,2021,02/08/2021 03:48:15 PM,41.795807806999996,-87.76177065,"(41.795807807, -87.76177065)"
6654,12269945,JE112928,01/14/2021 06:13:00 PM,011XX W 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,612,6,17.0,71,08B,1169936.0,1852411.0,2021,01/21/2021 03:51:43 PM,41.750509661,-87.65284739200001,"(41.750509661, -87.652847392)"
2566,12264447,JE107034,01/08/2021 01:00:00 PM,074XX N RIDGE BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2424,24,49.0,1,06,1160607.0,1949424.0,2021,01/16/2021 03:49:23 PM,42.016919291,-87.68434486299999,"(42.016919291, -87.684344863)"
27370,12303906,JE155269,02/28/2021 02:00:00 PM,084XX S EXCHANGE AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,423,4,10.0,46,06,1197282.0,1849649.0,2021,03/07/2021 03:52:28 PM,41.742293339,-87.552732349,"(41.742293339, -87.552732349)"
28504,12306831,JE158634,03/03/2021 02:00:00 PM,078XX S AVALON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,411,4,8.0,45,14,1185908.0,1853196.0,2021,03/10/2021 03:48:52 PM,41.75230223,-87.59429439,"(41.75230223, -87.59429439)"
25687,12302212,JE153338,02/26/2021 06:18:00 PM,060XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,714,7,15.0,67,08B,1164725.0,1864517.0,2021,03/05/2021 03:49:32 PM,41.783841688,-87.671601669,"(41.783841688, -87.671601669)"
30515,12312034,JE164945,03/06/2021 11:30:00 PM,064XX N ROCKWELL ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2412,24,50.0,2,11,1157821.0,1942579.0,2021,03/13/2021 03:51:08 PM,41.998193885,-87.694784508,"(41.998193885, -87.694784508)"
21259,12296879,JE146803,02/16/2021 01:19:00 PM,091XX S CRANDON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,413,4,7.0,48,06,1193096.0,1844772.0,2021,02/23/2021 03:48:18 PM,41.729013587,-87.568228393,"(41.729013587, -87.568228393)"
56985,12355892,JE218454,04/09/2021 12:00:00 AM,042XX W 76TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,833,8,18.0,65,11,1148778.0,1853891.0,2021,05/05/2021 04:49:32 PM,41.755004079,-87.73034298,"(41.755004079, -87.73034298)"
19103,12290089,JE137799,02/10/2021 11:40:00 AM,067XX S ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,832,8,17.0,66,08B,1160200.0,1859965.0,2021,02/19/2021 03:45:56 PM,41.771444724,-87.68831724,"(41.771444724, -87.68831724)"
57024,12351900,JE213465,04/28/2021 10:35:00 PM,057XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,824,8,16.0,63,08B,1159353.0,1866540.0,2021,05/05/2021 04:52:00 PM,41.789504840999996,-87.691242104,"(41.789504841, -87.691242104)"
36083,12317606,JE171899,03/17/2021 07:07:00 PM,063XX S KEDZIE AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,False,False,823,8,17.0,66,06,1156143.0,1862448.0,2021,03/24/2021 05:06:10 PM,41.778340981,-87.703122242,"(41.778340981, -87.703122242)"
29210,12308110,JE159428,03/04/2021 08:55:00 PM,077XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,621,6,17.0,71,06,1172641.0,1853588.0,2021,03/11/2021 03:47:23 PM,41.753680365,-87.64290042,"(41.753680365, -87.64290042)"
37120,12319697,JE174459,03/20/2021 03:30:00 PM,130XX S EVANS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,533,5,9.0,54,08B,1183712.0,1818909.0,2021,03/27/2021 04:58:28 PM,41.658265858,-87.603406674,"(41.658265858, -87.603406674)"
45148,12332693,JE190254,04/05/2021 02:43:00 PM,006XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1532,15,37.0,25,08B,1142252.0,1903601.0,2021,04/12/2021 05:33:53 PM,41.891538918,-87.75302893799999,"(41.891538918, -87.753028938)"
26028,12302226,JE153250,02/26/2021 05:20:00 PM,019XX S TROY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,1022,10,24.0,29,14,1155664.0,1890338.0,2021,03/05/2021 03:49:32 PM,41.854884404,-87.704129611,"(41.854884404, -87.704129611)"
56414,12350166,JE211314,04/27/2021 02:05:00 AM,003XX E 59TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,232,2,20.0,40,08B,1179712.0,1865974.0,2021,05/04/2021 04:49:08 PM,41.787510190999996,-87.61660962299999,"(41.787510191, -87.616609623)"
24586,12301419,JE151609,02/24/2021 10:20:00 AM,019XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1421,14,35.0,22,06,1154732.0,1912875.0,2021,03/03/2021 03:47:36 PM,41.916746851,-87.706946664,"(41.916746851, -87.706946664)"
845,12267482,JE109601,01/09/2021 09:30:00 AM,016XX N KEATING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2533,25,37.0,25,14,1144480.0,1910476.0,2021,01/16/2021 03:52:53 PM,41.910363039,-87.744673178,"(41.910363039, -87.744673178)"
1182,12266915,JE109732,01/08/2021 09:40:00 PM,116XX S ARTESIAN AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,2212,22,19.0,75,10,1162147.0,1827453.0,2021,01/16/2021 03:49:23 PM,41.682186256,-87.682081824,"(41.682186256, -87.682081824)"
58916,12353702,JE215676,05/01/2021 03:55:00 AM,015XX S AVERS AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,1014,10,24.0,29,04B,1150961.0,1892263.0,2021,05/08/2021 04:51:07 PM,41.860260106999995,-87.72134143299999,"(41.860260107, -87.721341433)"
45751,12333132,JE190824,04/06/2021 04:45:00 AM,070XX S CLYDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,331,3,5.0,43,08B,1191432.0,1858600.0,2021,04/13/2021 05:27:07 PM,41.766999258,-87.573876821,"(41.766999258, -87.573876821)"
44072,12330867,JE187878,04/03/2021 03:45:00 AM,119XX S STATE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,522,5,9.0,53,04A,1178400.0,1825815.0,2021,04/10/2021 05:05:58 PM,41.677338799,-87.62263596,"(41.677338799, -87.62263596)"
23820,12300198,JE150885,02/22/2021 12:00:00 AM,057XX N MENARD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1622,16,45.0,11,11,1136555.0,1937884.0,2021,03/01/2021 03:46:28 PM,41.985718944,-87.773128925,"(41.985718944, -87.773128925)"
20291,12292880,JE141412,02/13/2021 12:01:00 AM,076XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,421,4,7.0,43,08B,1196270.0,1855214.0,2021,02/20/2021 03:50:23 PM,41.757589249,-87.556256082,"(41.757589249, -87.556256082)"
53788,12346772,JE206988,04/22/2021 05:12:00 PM,035XX W MONTROSE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1723,17,35.0,14,14,1151805.0,1929009.0,2021,04/29/2021 04:51:45 PM,41.961077978,-87.71727448700001,"(41.961077978, -87.717274487)"
53776,12346945,JE207341,04/22/2021 11:30:00 PM,050XX S WESTERN AVE,0460,BATTERY,SIMPLE,ALLEY,False,False,923,9,15.0,63,08B,1161223.0,1871198.0,2021,04/29/2021 04:51:45 PM,41.802248469,-87.68425639799999,"(41.802248469, -87.684256398)"
27018,12305372,JE157035,03/01/2021 11:00:00 PM,069XX S THROOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,734,7,6.0,67,14,1168859.0,1858681.0,2021,03/08/2021 03:55:51 PM,41.767738676,-87.65661328,"(41.767738676, -87.65661328)"
54335,12348941,JE209874,04/23/2021 07:00:00 PM,040XX N BROADWAY,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1915,19,46.0,3,08B,1169925.0,1926871.0,2021,04/30/2021 04:49:54 PM,41.954834428000005,-87.65071862799999,"(41.954834428, -87.650718628)"
51313,12342846,JE202527,04/17/2021 11:00:00 PM,081XX S ST LAWRENCE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,True,False,631,6,6.0,44,06,1181648.0,1851226.0,2021,04/24/2021 05:01:22 PM,41.746995689,-87.609965976,"(41.746995689, -87.609965976)"
28268,12305923,JE157741,03/02/2021 03:00:00 PM,068XX N LOLETA AVE,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,1621,16,41.0,12,06,1137137.0,1944607.0,2021,03/09/2021 03:54:03 PM,42.004156916,-87.77082589700001,"(42.004156916, -87.770825897)"
10119,12275449,JE119513,01/21/2021 06:00:00 PM,005XX S PULASKI RD,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,False,False,1132,11,24.0,26,04B,1149812.0,1897228.0,2021,01/28/2021 03:49:05 PM,41.873907046,-87.72543009299999,"(41.873907046, -87.725430093)"
58194,12354612,JE216869,04/30/2021 03:00:00 PM,007XX W 60TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,711,7,16.0,68,08B,1172422.0,1865023.0,2021,05/07/2021 04:49:27 PM,41.785064193000004,-87.643366808,"(41.785064193, -87.643366808)"
36594,12319808,JE174431,03/19/2021 09:00:00 AM,082XX S WOOD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,614,6,17.0,71,14,1165779.0,1850143.0,2021,03/26/2021 05:00:56 PM,41.744375153,-87.66814485399998,"(41.744375153, -87.668144854)"
8111,12272228,JE115884,01/17/2021 10:37:00 PM,010XX W 87TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,613,6,21.0,71,04A,1170700.0,1847122.0,2021,01/24/2021 03:47:22 PM,41.735979311,-87.65020160200001,"(41.735979311, -87.650201602)"
22439,12295987,JE145498,02/19/2021 04:07:00 AM,031XX W WASHINGTON BLVD,0460,BATTERY,SIMPLE,APARTMENT,False,False,1222,12,27.0,27,08B,1155488.0,1900514.0,2021,02/26/2021 03:47:53 PM,41.882811961,-87.70450200200001,"(41.882811961, -87.704502002)"
3520,12262689,JE104830,01/05/2021 04:00:00 PM,076XX N EASTLAKE TER,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,2422,24,49.0,1,06,1165923.0,1950547.0,2021,01/16/2021 03:49:23 PM,42.019888549,-87.664751133,"(42.019888549, -87.664751133)"
17741,12288932,JE136369,02/08/2021 04:00:00 PM,035XX E 108TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,432,4,10.0,52,14,1201693.0,1833954.0,2021,02/15/2021 03:50:56 PM,41.699114122,-87.53710272299999,"(41.699114122, -87.537102723)"
8562,12273149,JE116947,01/19/2021 10:22:00 AM,035XX N KIMBALL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1732,17,35.0,21,06,1153099.0,1923246.0,2021,01/26/2021 03:51:22 PM,41.945238279,-87.712670479,"(41.945238279, -87.712670479)"
402,12265381,JE107942,01/09/2021 02:06:00 PM,131XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,533,5,9.0,54,08B,1183247.0,1818188.0,2021,01/16/2021 03:52:53 PM,41.656298119,-87.60513048700001,"(41.656298119, -87.605130487)"
52054,12343218,JE203011,04/18/2021 01:30:00 PM,023XX W IOWA ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1212,12,1.0,24,06,1160661.0,1905937.0,2021,04/25/2021 04:52:22 PM,41.89758755,-87.68535615100002,"(41.89758755, -87.685356151)"
15644,12284323,JE130432,02/02/2021 03:09:00 PM,035XX S RHODES AVE,0460,BATTERY,SIMPLE,CHA PARKING LOT / GROUNDS,False,False,212,2,4.0,35,08B,1180172.0,1881335.0,2021,02/09/2021 03:47:29 PM,41.829651528,-87.614451899,"(41.829651528, -87.614451899)"
1995,12265612,JE108203,01/09/2021 05:51:00 PM,053XX S CORNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,234,2,5.0,41,08B,1188157.0,1870271.0,2021,01/16/2021 03:52:53 PM,41.79910412,-87.58550877799999,"(41.79910412, -87.585508778)"
2688,12262896,JE105228,01/06/2021 03:15:00 PM,044XX N SHERIDAN RD,0810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,1914,19,46.0,3,06,1168802.0,1929837.0,2021,01/16/2021 03:49:23 PM,41.962997708,-87.654760597,"(41.962997708, -87.654760597)"
3148,12259914,JE101668,01/02/2021 08:00:00 PM,002XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1512,15,29.0,25,08B,1139005.0,1901053.0,2021,01/16/2021 03:49:23 PM,41.884606524,-87.76501581299999,"(41.884606524, -87.765015813)"
24034,12299672,JE149871,02/23/2021 11:30:00 AM,068XX S ST LAWRENCE AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,321,3,20.0,42,08B,1181418.0,1859776.0,2021,03/02/2021 03:50:05 PM,41.770463092,-87.610545521,"(41.770463092, -87.610545521)"
10685,12278911,JE123881,01/22/2021 12:00:00 AM,039XX N PINE GROVE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1925,19,46.0,6,11,1170694.0,1926410.0,2021,01/29/2021 03:46:26 PM,41.953552585,-87.647905229,"(41.953552585, -87.647905229)"
41553,12328036,JE184526,03/29/2021 12:30:00 PM,075XX S CRANDON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,414,4,7.0,43,06,1192844.0,1855444.0,2021,04/05/2021 05:04:35 PM,41.758304622,-87.56880418200001,"(41.758304622, -87.568804182)"
24495,12299338,JE149584,02/23/2021 09:00:00 AM,0000X W 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,False,False,511,5,21.0,49,14,1177703.0,1841947.0,2021,03/02/2021 03:50:05 PM,41.721623049,-87.62470134200001,"(41.721623049, -87.624701342)"
10321,12276522,JE120852,01/22/2021 05:00:00 PM,052XX S WINCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,932,9,16.0,61,14,1164242.0,1869892.0,2021,01/29/2021 03:46:26 PM,41.798601552,-87.673221216,"(41.798601552, -87.673221216)"
62189,12359007,JE222194,05/07/2021 01:30:00 AM,064XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,725,7,15.0,67,14,1166106.0,1861899.0,2021,05/14/2021 04:55:48 PM,41.776628286,-87.66661283,"(41.776628286, -87.66661283)"
20598,12293134,JE141727,02/14/2021 02:14:00 PM,027XX N CALIFORNIA AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,1411,14,32.0,22,06,1157241.0,1918050.0,2021,02/21/2021 03:48:47 PM,41.930896786999995,-87.697587655,"(41.930896787, -87.697587655)"
59096,12355518,JE216963,05/02/2021 10:30:00 AM,079XX S MERRILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,True,414,4,8.0,46,14,1191909.0,1852846.0,2021,05/09/2021 04:55:50 PM,41.751198244,-87.572315031,"(41.751198244, -87.572315031)"
54769,12347768,JE208424,04/24/2021 03:40:00 AM,055XX W CONGRESS PKWY,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,ALLEY,False,False,1522,15,29.0,25,04B,1139547.0,1897135.0,2021,05/01/2021 04:48:16 PM,41.873845156,-87.763121074,"(41.873845156, -87.763121074)"
56383,12351815,JE213114,04/27/2021 02:25:00 PM,041XX W ADDISON ST,0460,BATTERY,SIMPLE,STREET,False,False,1731,17,30.0,16,08B,1148141.0,1923608.0,2021,05/04/2021 04:49:08 PM,41.946328705,-87.730884981,"(41.946328705, -87.730884981)"
29061,12307381,JE159334,03/04/2021 06:18:00 PM,115XX S LAFAYETTE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,522,5,34.0,53,04B,1177987.0,1828149.0,2021,03/11/2021 03:47:23 PM,41.683752985,-87.62407733100002,"(41.683752985, -87.624077331)"
5037,12266731,JE109485,01/11/2021 07:00:00 AM,040XX W WILCOX ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1115,11,28.0,26,08B,1149387.0,1899028.0,2021,01/18/2021 04:01:40 PM,41.87885470000001,-87.72694381299999,"(41.8788547, -87.726943813)"
46165,12335180,JE192773,04/07/2021 07:40:00 PM,061XX N NORTHWEST HWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1612,16,41.0,10,08B,1129197.0,1940492.0,2021,04/14/2021 05:57:55 PM,41.993004417,-87.800132053,"(41.993004417, -87.800132053)"
3515,12264156,JE106552,01/08/2021 05:25:00 AM,059XX N PULASKI RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA PARKING LOT / GARAGE / OTHER PROPERTY,True,False,1711,17,39.0,13,14,1148651.0,1939289.0,2021,01/16/2021 03:49:23 PM,41.989348626,-87.728603541,"(41.989348626, -87.728603541)"
21882,12295573,JE145078,02/18/2021 04:15:00 PM,029XX S FARRELL ST,0560,ASSAULT,SIMPLE,STREET,False,False,913,9,11.0,60,08A,1169697.0,1885185.0,2021,02/25/2021 03:51:59 PM,41.840450394,-87.65277240200001,"(41.840450394, -87.652772402)"
32324,12311829,JE164571,03/10/2021 08:23:00 AM,075XX N WESTERN AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2411,24,50.0,2,08A,1159016.0,1949998.0,2021,03/17/2021 04:51:25 PM,42.018527314,-87.69018346600002,"(42.018527314, -87.690183466)"
57983,12353353,JE215335,04/30/2021 02:32:00 PM,033XX W MAYPOLE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1123,11,28.0,27,08A,1154163.0,1900785.0,2021,05/07/2021 04:49:27 PM,41.883582151,-87.70936023799999,"(41.883582151, -87.709360238)"
37140,12319567,JE174273,03/20/2021 08:00:00 AM,045XX W 57TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,813,8,13.0,62,11,1146802.0,1866424.0,2021,03/27/2021 04:58:28 PM,41.789434524,-87.73726625299999,"(41.789434524, -87.737266253)"
28273,12305059,JE156556,03/02/2021 07:00:00 AM,024XX N MASON AVE,0810,THEFT,OVER $500,STREET,False,False,2515,25,30.0,19,06,1136323.0,1915515.0,2021,03/09/2021 03:54:03 PM,41.924340355,-87.774518697,"(41.924340355, -87.774518697)"
53346,12345695,JE206049,04/21/2021 05:00:00 PM,060XX S MAJOR AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,812,8,13.0,64,06,1139427.0,1864048.0,2021,04/28/2021 04:54:33 PM,41.783051492,-87.76436621,"(41.783051492, -87.76436621)"
18829,12294953,JE143851,02/07/2021 08:00:00 AM,073XX S CHAPPEL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,333,3,7.0,43,11,1191153.0,1856723.0,2021,02/19/2021 03:45:56 PM,41.761855375,-87.574960108,"(41.761855375, -87.574960108)"
1181,12261241,JE103342,01/04/2021 06:01:00 PM,003XX S PULASKI RD,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1132,11,28.0,26,06,1149775.0,1898304.0,2021,01/16/2021 03:49:23 PM,41.876860431,-87.725537965,"(41.876860431, -87.725537965)"
53021,12345985,JE205113,04/20/2021 07:10:00 PM,115XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,524,5,34.0,53,08A,1167750.0,1828121.0,2021,04/27/2021 04:51:22 PM,41.683901308,-87.66155243700001,"(41.683901308, -87.661552437)"
35853,12317534,JE171808,03/17/2021 06:00:00 AM,057XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,822,8,23.0,63,08B,1155365.0,1866293.0,2021,03/24/2021 05:06:10 PM,41.788907837,-87.705871593,"(41.788907837, -87.705871593)"
29338,12307739,JE159458,03/04/2021 09:45:00 PM,002XX E HURON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,1834,18,42.0,8,08B,1178046.0,1905133.0,2021,03/11/2021 03:47:23 PM,41.895003278000004,-87.62152816,"(41.895003278, -87.62152816)"
